2013.03.06;1,23;1,23
2013.03.13;1,22;1,23
2013.03.20;1,22;1,24
2013.04.10;1,21;1,23
2013.04.17;1,17;1,20
2013.04.24;1,15;1,17
2013.05.02;1,16;1,18
2013.05.23;1,17;1,18
2013.06.12;1,17;1,18
2013.06.21;1,16;1,18
2013.07.03;1,16;1,19
2013.07.10;1,18;1,20
2013.07.17;1,20;1,21
2013.07.24;1,20;1,21
2013.07.31;1,20;1,20
2013.08.07;1,20;1,21
2013.08.14;1,19;1,20
2013.08.28;1,20;1,22
2013.09.04;1,23;1,26
2013.09.11;1,22;1,26
2013.09.18;1,18;1,25
2013.09.25;1,16;1,22
2013.10.09;1,14;1,20
2013.10.23;1,15;1,20
2013.10.30;1,13;1,18
2013.11.06;1,12;1,18
2013.11.20;1,14;1,19
2013.11.27;1,15;1,20
2013.12.06;1,15;1,22
2013.12.11;1,16;1,22
2013.12.18;1,14;1,20
2014.01.02;1,15;1,20
2014.01.08;1,14;1,19
2014.01.15;1,14;1,19
2014.01.29;1,15;1,20
2014.02.05;1,16;1,21
2014.02.26;1,18;1,22
2014.03.12;1,17;1,22
2014.04.02;1,18;1,21
2014.04.09;1,17;1,19
2014.04.16;1,18;1,19
2014.04.18;1,19;1,20
2014.04.24;1,20;1,21
2014.05.07;1,18;1,20
2014.05.09;1,17;1,19
2014.05.14;1,16;1,18
2014.05.21;1,17;1,19
2014.05.23;1,18;1,19
2014.05.28;1,18;1,19
2014.06.04;1,18;1,19
2014.06.06;1,18;1,18
2014.06.18;1,19;1,20
2014.06.20;1,20;1,21
2014.06.25;1,22;1,22
2014.07.16;1,21;1,21
2014.07.18;1,20;1,20
2014.07.23;1,19;1,20
2014.07.30;1,19;1,20
2014.08.01;1,19;1,21
2014.08.06;1,19;1,22
2014.08.08;1,18;1,22
2014.08.25;1,17;1,21
2014.08.29;1,18;1,21
2014.09.03;1,19;1,22
2014.09.10;1,20;1,22
2014.09.19;1,20;1,21
2014.09.24;1,19;1,21
2014.09.26;1,18;1,20
2014.10.10;1,18;1,19
2014.10.15;1,15;1,17
2014.10.17;1,13;1,16
2014.10.22;1,10;1,14
2014.10.29;1,09;1,14
2014.11.05;1,10;1,15
2014.11.19;1,09;1,14
2014.11.21;1,08;1,13
2014.11.26;1,07;1,12
2014.12.03;1,06;1,10
2014.12.05;1,04;1,09
2014.12.10;1,01;1,07
2014.12.12;1,00;1,06
2014.12.17;0,98;1,04
2014.12.19;0,96;1,03
2014.12.29;0,95;1,02
2014.12.31;0,96;1,03
2015.01.07;0,95;1,01
2015.01.09;0,94;1,01
2015.01.14;0,93;0,99
2015.01.16;0,92;0,98
2015.01.23;0,93;0,98
2015.02.04;0,93;0,99
2015.02.06;0,95;1,01
2015.02.11;0,97;1,03
2015.02.13;0,98;1,04
2015.02.18;0,99;1,05
2015.02.20;0,99;1,06
2015.02.25;1,00;1,06
2015.03.04;1,01;1,06
2015.03.06;1,02;1,06
2015.03.11;1,03;1,07
2015.03.18;1,04;1,06
2015.03.20;1,04;1,05
2015.03.25;1,03;1,04
2015.04.03;1,03;1,03
2015.04.15;1,03;1,03
2015.04.17;1,03;1,04
2015.04.22;1,06;1,07
2015.04.24;1,07;1,07
2015.04.29;1,07;1,07
2015.05.01;1,08;1,08
2015.05.08;1,08;1,09
2015.05.13;1,07;1,09
2015.05.29;1,09;1,09
2015.06.05;1,10;1,09
2015.06.12;1,10;1,09
2015.06.17;1,12;1,09
2015.06.24;1,11;1,09
2015.06.26;1,10;1,08
2015.07.08;1,11;1,08
2015.07.10;1,12;1,07
2015.07.15;1,13;1,06
2015.07.17;1,12;1,05
2015.07.22;1,09;1,04
2015.07.24;1,09;1,04
2015.07.29;1,08;1,03
2015.07.31;1,07;1,03
2015.08.05;1,07;1,01
2015.08.07;1,06;1,01
2015.08.12;1,05;1,00
2015.08.14;1,04;1,00
2015.08.19;1,03;1,00
2015.08.21;1,02;1,00
2015.08.26;1,00;0,99
2015.08.28;0,98;0,97
2015.09.02;0,97;0,97
2015.09.04;0,98;0,98
2015.09.09;0,99;1,01
2015.09.16;0,98;1,00
2015.09.18;0,97;0,99
2015.09.23;0,96;0,98
2015.09.30;0,96;0,99
2015.10.07;0,95;0,99
2015.10.09;0,96;0,99
2015.10.14;0,96;1,00
2015.10.16;0,96;0,99
2015.10.21;0,94;0,97
2015.10.23;0,93;0,96
2015.11.04;0,95;0,97
2015.11.06;0,96;0,99
2015.11.11;0,97;0,99
2015.11.13;0,98;0,99
2015.11.18;0,97;0,99
2015.11.20;0,95;0,97
2015.11.25;0,95;0,97
2015.11.27;0,95;0,97
2015.12.02;0,97;0,97
2015.12.04;0,97;0,97
2015.12.09;0,95;0,95
2015.12.11;0,94;0,94
2015.12.16;0,93;0,91
2015.12.18;0,93;0,90
2015.12.25;0,92;0,89
2016.01.08;0,93;0,89
2016.01.13;0,92;0,88
2016.01.15;0,91;0,87
2016.01.20;0,89;0,85
2016.01.22;0,89;0,84
2016.02.03;0,90;0,85
2016.02.10;0,87;0,85
2016.02.12;0,86;0,85
2016.02.17;0,85;0,85
2016.02.24;0,85;0,86
2016.03.02;0,86;0,86
2016.03.04;0,87;0,87
2016.03.09;0,87;0,88
2016.03.11;0,89;0,89
2016.03.13;0,89;0,90
2016.03.18;0,90;0,90
2016.03.25;0,92;0,91
2016.03.27;0,93;0,91
2016.04.01;0,94;0,90
2016.04.06;0,93;0,89
2016.04.08;0,93;0,88
2016.04.15;0,93;0,89
2016.04.20;0,95;0,91
2016.04.27;0,95;0,92
2016.04.29;0,95;0,92
2016.05.04;0,96;0,93
2016.05.11;0,95;0,93
2016.05.13;0,94;0,93
2016.05.20;0,97;0,95
2016.05.25;0,99;0,97
2016.05.27;0,99;0,97
2016.06.01;0,99;0,98
2016.06.08;0,99;0,98
2016.06.10;0,98;0,97
2016.06.17;0,97;0,97
2016.06.22;0,97;0,97
2016.06.29;0,98;0,97
2016.07.06;0,97;0,97
2016.07.13;0,94;0,96
2016.07.20;0,94;0,95
2016.07.27;0,93;0,95
2016.07.29;0,93;0,94
2016.08.03;0,92;0,92
2016.08.05;0,91;0,91
2016.08.12;0,92;0,92
2016.08.17;0,93;0,93
2016.08.19;0,93;0,94
2016.08.24;0,95;0,95
2016.08.26;0,95;0,96
2016.08.31;0,95;0,96
2016.09.07;0,94;0,95
2016.09.14;0,95;0,95
2016.09.16;0,95;0,95
2016.09.23;0,95;0,95
2016.10.01;0,97;0,98
2016.10.05;0,97;0,99
2016.10.07;0,98;1,00
2016.10.12;0,99;1,02
2016.10.14;0,99;1,02
2016.10.21;0,99;1,03
2016.10.26;1,00;1,04
2016.11.04;0,99;1,03
2016.11.09;0,97;1,00
2016.11.11;0,96;0,99
2016.11.16;0,95;0,99
2016.11.23;0,96;1,01
2016.11.25;0,98;1,02
2016.11.30;0,99;1,03
2016.12.07;1,00;1,04
2016.12.09;1,02;1,06
2016.12.16;1,03;1,07
2016.12.21;1,04;1,08
2016.12.26;1,05;1,08
